City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Bonoua,CI,2022-05-08 17:17:09,5.2741,-3.595,85.62,73,100,7.47
292,Niamey,NE,2022-05-08 17:17:09,13.5137,2.1098,104.29,15,0,1.14
293,Balkhash,KZ,2022-05-08 17:17:10,46.844,74.9804,56.89,26,53,25.46
294,Los Llanos De Aridane,ES,2022-05-08 17:17:11,28.6585,-17.9182,67.75,68,75,14.97
295,Saurimo,AO,2022-05-08 17:17:11,-9.6608,20.3916,75.18,54,64,2.89
296,Moshenskoye,RU,2022-05-08 17:17:11,58.5102,34.5911,43.5,75,100,6.31
297,Teguldet,RU,2022-05-08 17:17:12,57.3064,88.1667,28.36,59,20,3.51
298,Kargopol,RU,2022-05-08 17:17:13,61.5071,38.9456,41.63,83,100,5.82
299,Rovaniemi,FI,2022-05-08 17:17:13,66.5,25.7167,44.01,33,0,9.22
300,Rocha,UY,2022-05-08 17:17:13,-34.4833,-54.3333,70.84,50,7,9.89
301,Kedrovyy,RU,2022-05-08 17:17:14,56.1667,91.8167,30.87,58,100,3.74
302,Monroe,US,2022-05-08 17:17:15,43.1501,-77.6831,62.49,42,0,16.11
303,Plettenberg Bay,ZA,2022-05-08 17:17:15,-34.0527,23.3716,57.2,71,82,5.73
304,Manicore,BR,2022-05-08 17:17:16,-5.8092,-61.3003,85.46,66,81,0.92
305,San Ramon,US,2022-05-08 17:17:16,37.7799,-121.978,58.96,56,0,17.27
306,Tartagal,AR,2022-05-08 17:17:17,-22.5164,-63.8013,72.7,54,99,5.84
307,Novyy Urengoy,RU,2022-05-08 17:17:17,66.0833,76.6333,32.61,98,100,12.93
308,Sabya,SA,2022-05-08 17:17:18,17.1495,42.6254,87.42,64,4,7.52
309,Morwa,IN,2022-05-08 17:17:18,22.9,73.8333,95.36,17,9,10.04
310,Anloga,GH,2022-05-08 17:17:19,5.7947,0.8973,84.29,75,98,14.12
311,Kabwe,ZM,2022-05-08 17:17:19,-14.4469,28.4464,69.46,53,74,5.1
312,Ndioum,SN,2022-05-08 17:17:20,16.5129,-14.6471,110.46,9,5,1.16
313,Sfantu Gheorghe,RO,2022-05-08 17:17:21,45.8667,25.7833,58.82,71,76,3.98
314,Kasongo-Lunda,CD,2022-05-08 17:18:21,-6.4667,16.8167,78.67,72,52,3.38
315,Garissa,KE,2022-05-08 17:18:22,-0.4536,39.6401,83.16,65,85,20.65
316,Hofn,IS,2022-05-08 17:18:22,64.2539,-15.2082,46.42,96,100,9.06
317,Durres,AL,2022-05-08 17:18:22,41.3231,19.4414,66.38,75,100,4.61
318,Vila Franca Do Campo,PT,2022-05-08 17:18:23,37.7167,-25.4333,68.41,78,89,0.11
319,Akdepe,TM,2022-05-08 17:18:23,42.0551,59.3788,75.29,51,82,8.14
320,Alekseyevka,RU,2022-05-08 17:18:24,50.6309,38.6903,54.12,54,14,3.15
321,Sinnamary,GF,2022-05-08 17:18:24,5.3833,-52.95,83.19,70,42,11.23
322,Pindiga,NG,2022-05-08 17:18:25,9.9833,10.9333,95.92,31,91,9.82
323,Praia,CV,2022-05-08 17:18:25,14.9215,-23.5087,77.54,61,20,21.85
324,Bridgewater,CA,2022-05-08 17:18:26,44.3835,-64.5155,51.12,58,100,12.66
325,Namibe,AO,2022-05-08 17:18:26,-15.1961,12.1522,74.64,65,0,10.89
326,Zelezna Ruda,CZ,2022-05-08 17:18:27,49.1374,13.2352,61.2,61,57,6.4
327,Pavilosta,LV,2022-05-08 17:18:28,56.8879,21.1859,48.11,57,5,14.25
328,Marawi,PH,2022-05-08 17:18:28,7.9986,124.2928,70.83,95,100,1.3
329,Druzhba,UA,2022-05-08 17:18:30,52.0428,33.9453,54.55,85,94,7.02
330,Placido De Castro,BR,2022-05-08 17:18:30,-10.3353,-67.1856,92.03,40,19,1.03
331,Great Yarmouth,GB,2022-05-08 17:18:31,52.6083,1.7305,59.41,68,6,8.7
332,Noyabrsk,RU,2022-05-08 17:18:32,63.1994,75.4507,33.46,98,100,10.69
333,Imbituba,BR,2022-05-08 17:18:33,-28.24,-48.6703,71.85,62,0,10.16
334,Praia Da Vitoria,PT,2022-05-08 17:18:34,38.7333,-27.0667,68.25,64,20,0.87
335,Copiapo,CL,2022-05-08 17:18:35,-27.3667,-70.3333,65.89,52,68,5.99
336,Ewo,CG,2022-05-08 17:18:35,-0.8725,14.8206,81.46,67,58,4.21
337,Raga,SS,2022-05-08 17:18:36,8.4596,25.678,86.13,41,92,2.8
338,Bara,NG,2022-05-08 17:18:36,10.3744,10.7288,100.72,24,100,7.92
339,Portree,GB,2022-05-08 17:18:37,57.4129,-6.1942,58.51,72,94,10.33
340,Dolores,AR,2022-05-08 17:18:38,-36.3132,-57.6792,73.09,53,2,15.28
341,Tabuk,PH,2022-05-08 17:18:38,17.4189,121.4443,75.65,84,22,5.21
342,Abha,SA,2022-05-08 17:18:39,18.2164,42.5053,69.62,73,20,5.75
343,Chimbote,PE,2022-05-08 17:18:39,-9.0853,-78.5783,68.52,80,89,10.56
344,Darnah,LY,2022-05-08 17:18:40,32.767,22.6367,64.47,83,0,18.66
345,Jever,DE,2022-05-08 17:18:40,53.5833,7.9,53.06,58,9,8.79
346,Vincennes,FR,2022-05-08 17:18:41,48.85,2.4333,72.16,52,0,10.36
347,Bangassou,CF,2022-05-08 17:18:41,4.7413,22.8184,74.41,84,98,3.11
348,Buraydah,SA,2022-05-08 17:18:42,26.326,43.975,84.65,13,12,10.83
349,Carutapera,BR,2022-05-08 17:18:42,-1.195,-46.02,82.02,83,98,6.06
350,Hirna,ET,2022-05-08 17:18:43,9.2167,41.1,68.25,41,19,5.03
351,Rundu,NA,2022-05-08 17:18:43,-17.9333,19.7667,69.93,25,0,3.78
352,Codrington,AU,2022-05-08 17:18:44,-38.2667,141.9667,46.2,85,24,5.23
353,Stornoway,GB,2022-05-08 17:18:44,58.2093,-6.3865,57.16,71,40,21.85
354,Antalaha,MG,2022-05-08 17:18:45,-14.9003,50.2788,75.34,89,75,5.48
355,Kanashevo,RU,2022-05-08 17:18:45,55.2169,62.0634,54.16,34,39,5.66
356,Seguela,CI,2022-05-08 17:18:46,7.9611,-6.6731,91.87,44,70,8.86
357,Meulaboh,ID,2022-05-08 17:18:26,4.1363,96.1285,78.42,86,100,3.71
358,Hamilton,US,2022-05-08 17:15:48,39.1834,-84.5333,66.99,51,0,11.5
359,Camabatela,AO,2022-05-08 17:18:46,-8.1881,15.375,68.83,76,62,4.92
360,Cap-Aux-Meules,CA,2022-05-08 17:18:47,47.3821,-61.8597,42.85,70,20,10.36
361,Inhambane,MZ,2022-05-08 17:19:47,-23.865,35.3833,73.38,83,20,9.22
362,Nouakchott,MR,2022-05-08 17:19:48,18.0858,-15.9785,73.33,65,77,20.94
363,Abu Samrah,SY,2022-05-08 17:19:48,35.3029,37.1841,67.93,40,18,10.71
364,Mairana,BO,2022-05-08 17:19:49,-18.1167,-63.9333,68.94,49,37,11.56
365,Samana,DO,2022-05-08 17:19:49,19.2056,-69.3369,89.82,66,20,9.22
366,Lamu,KE,2022-05-08 17:19:50,-2.2717,40.902,80.69,82,98,18.52
367,Beloha,MG,2022-05-08 17:19:50,-25.1667,45.05,72.82,79,73,3.51
368,Panguipulli,CL,2022-05-08 17:19:51,-39.6333,-72.3333,53.11,98,100,1.43
369,Capitan Bado,PY,2022-05-08 17:19:51,-23.2667,-55.5333,73.6,48,0,7.14
370,Camacha,PT,2022-05-08 17:15:31,33.0833,-16.3333,63.82,59,20,16.11
371,Paamiut,GL,2022-05-08 17:19:52,61.994,-49.6678,33.4,85,100,16.37
372,Jangaon,IN,2022-05-08 17:19:52,17.7167,79.1833,90.82,31,68,1.7
373,Puerto Carreno,CO,2022-05-08 17:19:53,6.189,-67.4859,88.7,56,45,5.82
374,Lincoln,US,2022-05-08 17:17:49,40.8,-96.667,60.87,90,100,6.91
375,Farafangana,MG,2022-05-08 17:19:53,-22.8167,47.8333,75.06,90,7,9.33
376,Saint Anthony,US,2022-05-08 17:19:54,45.0205,-93.218,58.14,75,100,17.27
377,Santiago Del Estero,AR,2022-05-08 17:19:54,-27.7951,-64.2615,70.03,55,100,9.78
378,Methoni,GR,2022-05-08 17:19:55,36.8197,21.7049,70.21,72,93,6.64
379,Bankura,IN,2022-05-08 17:19:55,23.25,87.0667,82.49,58,11,14.65
380,Tambacounda,SN,2022-05-08 17:19:55,13.7539,-13.7586,105.85,17,0,6.91
381,Avallon,FR,2022-05-08 17:19:56,47.4833,3.9,63.66,82,1,9.98
382,Honningsvag,NO,2022-05-08 17:19:56,70.9821,25.9704,33.55,69,75,11.5
383,Zuwarah,LY,2022-05-08 17:19:57,32.9312,12.082,66.22,63,6,6.85
384,Bubaque,GW,2022-05-08 17:19:57,11.2833,-15.8333,77.45,70,22,10.96
385,Gumdag,TM,2022-05-08 17:19:58,39.2061,54.5906,67.32,64,100,11.88
386,Kirovsk,UA,2022-05-08 17:19:59,48.6375,38.6428,52.56,48,8,3.15
387,Porto Tolle,IT,2022-05-08 17:19:59,44.9497,12.3245,70.03,71,97,4.9
388,Redwater,US,2022-05-08 17:20:00,33.3582,-94.2544,83.21,74,94,11.56
389,Salumbar,IN,2022-05-08 17:20:00,24.1333,74.05,96.21,20,53,11.45
390,Pokhara,NP,2022-05-08 17:20:00,28.2333,83.9833,68.63,74,31,6.22
391,Batangafo,CF,2022-05-08 17:20:01,7.3008,18.2833,88.84,36,52,8.52
392,Mahajanga,MG,2022-05-08 17:20:02,-15.7167,46.3167,80.62,83,20,4.61
393,Viedma,AR,2022-05-08 17:20:02,-40.8135,-62.9967,76.12,34,2,23.11
394,Erzurum,TR,2022-05-08 17:20:02,40.0,41.5,47.88,67,92,1.21
395,Skibbereen,IE,2022-05-08 17:20:03,51.55,-9.2667,55.11,85,100,11.95
396,Puerto Del Rosario,ES,2022-05-08 17:20:03,28.5004,-13.8627,73.15,68,0,14.97
397,Oistins,BB,2022-05-08 17:20:04,13.0667,-59.5333,86.09,70,20,16.11
398,Kang,BW,2022-05-08 17:20:05,-23.6752,22.7876,59.85,30,0,8.39
399,Villagarzon,CO,2022-05-08 17:20:05,1.0375,-76.6267,75.22,94,98,2.21
400,Henties Bay,NA,2022-05-08 17:15:47,-22.116,14.2845,60.48,69,1,8.32
401,Maniitsoq,GL,2022-05-08 17:20:06,65.4167,-52.9,33.37,73,4,14.05
402,Turukhansk,RU,2022-05-08 17:20:06,65.8167,87.9833,9.52,96,69,4.41
403,Road Town,VG,2022-05-08 17:20:07,18.4167,-64.6167,84.24,74,40,11.5
404,Yining,CN,2022-05-08 17:20:07,29.0361,114.5636,66.49,98,68,0.83
405,Lasa,IT,2022-05-08 17:20:08,46.6166,10.7002,58.69,94,100,1.99
406,Sharjah,AE,2022-05-08 17:18:02,25.3573,55.4033,91.38,51,0,9.22
407,Novoleushkovskaya,RU,2022-05-08 17:20:08,45.9956,39.9921,51.94,74,97,4.34
408,Terme,TR,2022-05-08 17:21:09,41.2092,36.9739,51.73,92,100,9.46
409,Tshikapa,CD,2022-05-08 17:21:09,-6.4167,20.8,76.44,77,98,1.3
410,Mbour,SN,2022-05-08 17:21:10,14.422,-16.9638,83.25,47,2,21.74
411,Champaign,US,2022-05-08 17:21:10,40.1334,-88.2001,67.71,56,0,18.41
412,Mantua,IT,2022-05-08 17:21:11,45.1667,10.7833,70.84,68,94,1.99
413,George,ZA,2022-05-08 17:21:12,-33.963,22.4617,54.95,88,0,6.91
414,Brumadinho,BR,2022-05-08 17:21:12,-20.1433,-44.1997,82.72,51,11,3.27
415,Ilebo,CD,2022-05-08 17:21:13,-4.3167,20.5833,74.8,88,100,1.3
416,Bam,IR,2022-05-08 17:21:13,29.106,58.357,87.04,13,30,11.21
417,Mayumba,GA,2022-05-08 17:21:14,-3.432,10.6554,78.91,85,51,5.55
418,Snina,SK,2022-05-08 17:21:14,48.9886,22.151,66.0,58,88,3.8
419,Qaqortoq,GL,2022-05-08 17:21:15,60.7167,-46.0333,37.15,85,100,2.53
420,Trabzon,TR,2022-05-08 17:21:15,40.9167,39.8333,48.29,87,75,6.91
421,Kouango,CF,2022-05-08 17:21:16,4.9934,19.9619,83.17,61,100,5.01
422,Andenes,NO,2022-05-08 17:21:16,69.3143,16.1194,35.58,80,99,13.8
423,Upata,VE,2022-05-08 17:21:17,8.0086,-62.3989,79.2,71,100,3.78
424,Broadstairs,GB,2022-05-08 17:21:17,51.3591,1.4394,55.99,70,0,5.99
425,Bilma,NE,2022-05-08 17:21:18,18.6853,12.9164,102.25,9,98,5.66
426,Vredendal,ZA,2022-05-08 17:21:18,-31.6683,18.5012,57.2,64,4,9.24
427,Ano Mera,GR,2022-05-08 17:21:19,37.45,25.4,61.84,67,20,17.27
428,Wukari,NG,2022-05-08 17:21:19,7.85,9.7833,90.95,52,100,2.48
429,Prado,BR,2022-05-08 17:21:20,-17.3411,-39.2208,76.75,82,100,9.71
430,Tucupita,VE,2022-05-08 17:21:20,9.0622,-62.051,84.29,69,87,5.48
431,Balsas,BR,2022-05-08 17:21:21,-7.5325,-46.0356,89.6,37,100,5.21
432,Pottsville,US,2022-05-08 17:21:21,40.6857,-76.1955,62.6,42,32,3.0
433,Kidal,ML,2022-05-08 17:21:22,18.4411,1.4078,101.5,4,0,13.04
434,Koutsouras,GR,2022-05-08 17:21:23,35.0339,25.9469,63.46,78,76,7.11
435,Carnot,CF,2022-05-08 17:21:23,4.9409,15.8665,81.88,69,39,2.59
436,Alta Floresta,BR,2022-05-08 17:21:24,-9.8756,-56.0861,91.22,55,40,4.61
437,Coxim,BR,2022-05-08 17:21:24,-18.5067,-54.76,91.02,22,0,2.53
438,Rustenburg,ZA,2022-05-08 17:21:24,-25.6676,27.2421,62.78,52,49,6.8
439,Mizan Teferi,ET,2022-05-08 17:21:25,6.9833,35.5833,63.46,97,91,1.54
440,Luwingu,ZM,2022-05-08 17:21:25,-10.2621,29.9271,65.89,74,86,2.53
441,Sayyan,YE,2022-05-08 17:21:26,15.1718,44.3244,71.6,27,77,9.53
442,Benguela,AO,2022-05-08 17:21:26,-12.5763,13.4055,77.58,78,18,5.46
443,Ereymentau,KZ,2022-05-08 17:21:27,51.6199,73.1033,47.14,42,34,6.69
444,Bodden Town,KY,2022-05-08 17:21:27,19.2833,-81.25,86.0,74,20,12.66
445,Kayes,ML,2022-05-08 17:21:28,14.0,-11.0,105.15,17,18,3.18
446,Mount Vernon,US,2022-05-08 17:19:59,40.9126,-73.8371,59.72,50,75,16.11
447,Caconda,AO,2022-05-08 17:21:29,-13.7333,15.0667,65.01,45,12,3.22
448,Kibala,TD,2022-05-08 17:21:29,9.1104,18.3463,94.95,46,0,0.0
449,Killybegs,IE,2022-05-08 17:21:30,54.6333,-8.45,62.31,76,100,14.45
450,Contamana,PE,2022-05-08 17:21:31,-7.3333,-75.0167,92.3,42,41,3.8
451,Maragogi,BR,2022-05-08 17:21:31,-9.0122,-35.2225,81.23,76,30,9.51
452,Cabedelo,BR,2022-05-08 17:21:32,-6.9811,-34.8339,86.67,71,95,15.48
453,Konya,TR,2022-05-08 17:18:51,38.1667,32.5,53.08,53,64,6.67
454,Krasnoselkup,RU,2022-05-08 17:21:33,65.7,82.4667,23.07,87,41,7.49
455,Krasnyy Luch,UA,2022-05-08 17:21:33,48.1395,38.9371,51.84,49,37,4.14
456,Antofagasta,CL,2022-05-08 17:22:34,-23.65,-70.4,65.48,65,1,6.33
457,Dudinka,RU,2022-05-08 17:22:34,69.4058,86.1778,3.34,97,12,7.96
458,Kardla,EE,2022-05-08 17:22:35,58.9978,22.7492,42.06,66,9,14.97
459,Conchas,BR,2022-05-08 17:22:35,-23.0153,-48.0106,78.03,52,24,6.38
460,Zacatecoluca,SV,2022-05-08 17:22:36,13.5,-88.8667,89.42,51,99,5.03
461,Guca,RS,2022-05-08 17:22:36,43.7767,20.2253,69.69,71,100,5.55
462,Matagami,CA,2022-05-08 17:22:37,49.7502,-77.6328,62.71,17,0,13.8
463,Sovetskiy,RU,2022-05-08 17:22:37,61.3614,63.5842,50.45,62,51,6.4
464,Valdivia,CL,2022-05-08 17:21:37,-39.8142,-73.2459,66.29,83,96,0.89
465,Pachino,IT,2022-05-08 17:22:38,36.7186,15.0907,62.6,76,7,15.03
466,Narsaq,GL,2022-05-08 17:22:39,60.9167,-46.05,55.62,79,100,5.21
467,Nyrob,RU,2022-05-08 17:22:39,60.733,56.7202,46.18,81,46,5.61
468,Asfi,MA,2022-05-08 17:20:23,32.2994,-9.2372,75.76,49,47,23.85
469,Huarmey,PE,2022-05-08 17:22:40,-10.0681,-78.1522,71.31,76,27,13.04
470,Haverfordwest,GB,2022-05-08 17:22:40,51.8017,-4.9691,60.39,86,91,5.01
471,Sokoto,NG,2022-05-08 17:22:41,13.0609,5.239,105.84,15,51,4.14
472,Rawson,AR,2022-05-08 17:22:41,-43.3002,-65.1023,65.12,29,100,30.31
473,Zverinogolovskoye,RU,2022-05-08 17:22:42,54.4586,64.8542,54.16,33,16,6.85
474,Yabassi,CM,2022-05-08 17:22:42,4.457,9.9682,81.54,85,80,5.39
475,Muromtsevo,RU,2022-05-08 17:22:43,56.3724,75.2418,42.49,88,34,5.26
476,Punto Fijo,VE,2022-05-08 17:22:43,11.6956,-70.1996,85.75,64,78,18.37
477,Altos Del Rosario,CO,2022-05-08 17:22:44,8.7944,-74.1658,94.24,47,84,1.57
478,Salinopolis,BR,2022-05-08 17:22:44,-0.6136,-47.3561,75.36,95,100,2.73
479,Sambava,MG,2022-05-08 17:22:45,-14.2667,50.1667,77.05,87,71,8.01
480,Teguise,ES,2022-05-08 17:22:45,29.0605,-13.564,73.62,57,0,27.63
481,Jacareacanga,BR,2022-05-08 17:22:46,-6.2222,-57.7528,90.25,54,17,4.38
482,Lawrenceburg,US,2022-05-08 17:20:11,38.0373,-84.8966,66.65,55,0,8.05
483,Ouesso,CG,2022-05-08 17:22:46,1.6136,16.0517,79.45,72,100,3.22
484,Saint-Joseph,RE,2022-05-08 17:22:47,-21.3667,55.6167,71.98,81,28,7.78
485,Ludwigsburg,DE,2022-05-08 17:20:29,48.8973,9.1916,69.28,54,59,1.99
486,Sisimiut,GL,2022-05-08 17:22:48,66.9395,-53.6735,35.67,52,0,9.95
487,Benghazi,LY,2022-05-08 17:22:48,32.1167,20.0667,66.4,67,1,12.95
488,Jizan,SA,2022-05-08 17:22:49,17.3333,42.6667,86.94,63,4,6.96
489,Dalbandin,PK,2022-05-08 17:22:50,28.8947,64.4101,92.3,10,56,5.68
490,Kalamazoo,US,2022-05-08 17:18:03,42.2506,-85.55,66.25,41,0,10.36
491,Balykshi,KZ,2022-05-08 17:22:51,47.0667,51.8667,57.2,82,75,17.9
492,Kafue,ZM,2022-05-08 17:22:52,-15.7691,28.1814,69.73,64,92,3.22
493,Odweyne,SO,2022-05-08 17:22:53,9.4092,45.064,84.29,42,86,12.33
494,Shar,KZ,2022-05-08 17:22:53,49.5886,81.0453,41.95,36,36,7.96
495,Thinadhoo,MV,2022-05-08 17:21:21,0.5333,72.9333,84.51,77,78,18.19
496,Borgarnes,IS,2022-05-08 17:20:08,64.5383,-21.9206,55.45,68,94,12.53
497,Yazd,IR,2022-05-08 17:22:54,31.8972,54.3675,78.91,15,20,4.61
498,Berwick,US,2022-05-08 17:22:55,41.0545,-76.2333,63.37,36,0,1.99
499,Unai,BR,2022-05-08 17:22:56,-16.3575,-46.9061,89.35,31,8,6.4
500,Khorramshahr,IR,2022-05-08 17:22:56,30.4397,48.1664,82.36,23,0,9.22
501,Ambilobe,MG,2022-05-08 17:21:30,-13.2,49.05,74.68,89,39,2.37
502,The Valley,AI,2022-05-08 17:23:57,18.217,-63.0578,82.81,89,40,17.27
503,Mabaruma,GY,2022-05-08 17:23:57,8.2,-59.7833,80.44,92,64,5.66
504,Boa Vista,BR,2022-05-08 17:23:58,2.8197,-60.6733,80.58,78,75,4.61
505,Cockburn Town,TC,2022-05-08 17:23:58,21.4612,-71.1419,82.36,74,40,11.5
506,Utica,US,2022-05-08 17:23:59,43.1009,-75.2327,66.34,28,65,1.99
507,Veydelevka,RU,2022-05-08 17:23:59,50.1521,38.4492,53.8,51,9,0.56
508,Salihorsk,BY,2022-05-08 17:24:00,52.7876,27.5415,55.8,82,98,7.38
509,Eyl,SO,2022-05-08 17:19:44,7.9803,49.8164,84.56,76,64,15.95
510,Mende,FR,2022-05-08 17:24:00,44.6667,3.5,52.16,78,67,7.16
511,Esil,KZ,2022-05-08 17:24:01,51.9556,66.4042,52.68,31,52,9.08
512,Kazanlak,BG,2022-05-08 17:24:01,42.6167,25.4,54.27,73,82,3.36
513,Rayagada,IN,2022-05-08 17:24:01,19.1667,83.4167,80.69,67,76,4.83
514,Olafsvik,IS,2022-05-08 17:24:02,64.8945,-23.7142,45.72,89,99,14.27
515,San Rafael Del Sur,NI,2022-05-08 17:24:03,11.8485,-86.4384,88.77,59,100,6.24
516,Gidole,ET,2022-05-08 17:24:03,5.65,37.3667,61.02,76,64,2.84
517,Calabozo,VE,2022-05-08 17:24:04,8.9242,-67.4293,88.59,45,94,5.88
518,Bahawalpur,PK,2022-05-08 17:24:04,29.4,71.6833,99.72,9,0,7.43
519,Ibra,OM,2022-05-08 17:24:05,22.6906,58.5334,87.71,26,2,10.36
520,Thompson,CA,2022-05-08 17:24:05,55.7435,-97.8558,48.36,81,100,18.41
521,Yermolayevo,RU,2022-05-08 17:24:06,52.7167,55.8,52.61,42,100,6.49
522,Kutum,SD,2022-05-08 17:24:06,14.2,24.6667,86.85,7,1,5.95
523,Abonnema,NG,2022-05-08 17:24:07,4.7084,6.7931,84.69,73,99,6.85
524,Fenoarivo,MG,2022-05-08 17:24:07,-18.933,47.4354,64.47,94,20,4.61
525,Harderwijk,NL,2022-05-08 17:24:08,52.3333,5.6167,64.29,51,10,5.01
526,Kefalos,GR,2022-05-08 17:24:08,36.7453,26.9589,68.22,60,20,4.61
527,Walvis Bay,NA,2022-05-08 17:24:08,-22.9575,14.5053,67.15,52,0,5.75
528,Puerto Quijarro,BO,2022-05-08 17:24:09,-17.7833,-57.7667,93.38,24,11,4.0
529,Jalingo,NG,2022-05-08 17:24:09,8.8833,11.3667,91.36,49,91,3.69
530,Shubarshi,KZ,2022-05-08 17:24:10,48.5872,57.1869,58.78,30,99,14.29
531,Aktau,KZ,2022-05-08 17:24:10,43.65,51.2,55.98,92,65,17.22
532,Podgornoye,RU,2022-05-08 17:24:11,51.735,39.1496,57.42,30,0,0.0
533,Nioro,GM,2022-05-08 17:24:11,13.35,-15.75,104.58,12,13,4.18
534,Richards Bay,ZA,2022-05-08 17:22:22,-28.783,32.0377,67.62,84,99,10.42
535,Zhob,PK,2022-05-08 17:24:12,31.3411,69.4481,82.58,15,31,3.69
536,Sargatskoye,RU,2022-05-08 17:24:12,55.6101,73.4972,49.91,58,37,2.66
537,Jvari,GE,2022-05-08 17:24:13,42.7169,42.052,48.92,98,100,1.05
538,Hambantota,LK,2022-05-08 17:23:47,6.1241,81.1185,82.71,83,100,19.84
539,Bonavista,CA,2022-05-08 17:24:14,48.6499,-53.1147,34.93,67,3,12.82
540,Coihaique,CL,2022-05-08 17:22:02,-45.5752,-72.0662,52.41,50,75,11.5
541,Owando,CG,2022-05-08 17:24:14,-0.4819,15.8999,78.31,75,100,1.61
542,Oksfjord,NO,2022-05-08 17:22:15,70.2396,22.3479,37.0,91,100,9.24
543,Tarko-Sale,RU,2022-05-08 17:24:15,64.9225,77.785,33.19,93,99,11.25
544,Naberera,TZ,2022-05-08 17:24:15,-4.2,36.9333,64.13,80,99,10.87
545,Herat,AF,2022-05-08 17:24:16,34.5,62.0,76.12,35,80,6.08
546,Lixourion,GR,2022-05-08 17:24:16,38.2019,20.4314,66.2,88,75,4.61
547,Sumbe,AO,2022-05-08 17:25:17,-11.2061,13.8437,77.97,84,17,5.99
548,Sena Madureira,BR,2022-05-08 17:25:17,-9.0656,-68.6569,91.36,44,24,1.86
549,Saint-Augustin,CA,2022-05-08 17:25:18,51.226,-58.6502,45.14,44,72,9.1
550,Muhos,FI,2022-05-08 17:25:18,64.808,25.9931,42.58,47,24,7.92
551,Oussouye,SN,2022-05-08 17:25:19,12.485,-16.5469,96.98,48,7,11.68
552,Santa Isabel Do Rio Negro,BR,2022-05-08 17:25:19,-0.4139,-65.0192,84.29,74,77,2.71
553,Puerto Ayora,EC,2022-05-08 17:25:20,-0.7393,-90.3518,80.56,79,9,12.37
554,Busia,UG,2022-05-08 17:25:20,0.4544,34.0758,66.22,93,93,6.11
